ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
172,4f881d1f-ec04-4401-844e-6f7506c5ba97,Riffle,179,42,0.28,,0.1,,,,0.9,30,50,20,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
173,da34603f-56da-42e5-9717-fb77e9674a7d,SSC,180,43,0.08,,,,0.3,,0.7,90,10,,,,,,,,,,,,,,0.13,0.99,0.82,0.27,0.57,0.95,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
174,f9fea361-c880-44da-b3b0-ee021b9c6295,Pool,182,1,0.28,,0.1,,,,0.9,60,40,,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
175,fef41e1a-6229-4453-8b47-26c7d1e6df80,Riffle,183,1,0.33,,0.4,,,,0.6,,,,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
176,c745fc34-1ea9-43ea-9672-cb01448922f0,Riffle,184,44,0.27,,0.3,,,,0.7,40,60,,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
177,c7fe09ea-fa78-442b-b6f8-58d39b1246b4,Rapid+,185,1,0.32,,0.5,,,,0.5,40,50,10,,,,,,,,,,,,,0.32,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
178,c2432bc8-688c-48d7-a1f8-f25a22290a01,Riffle,186,1,0.36,,0.2,,,,0.8,20,60,20,,,,,,,,,,,,,,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
179,4f6a3a05-7565-4d86-b78b-1b231b417c3d,Pool,187,1,0.2,,,,,,100,40,50,10,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
180,2aee006d-180a-49bc-a40b-80851455052f,Rapid+,188,1,0.26,,,,,,100,20,50,20,10,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
181,3a932a86-6acc-41de-ba28-15d54da7b288,Riffle,189,45,0.11,,,,,,100,30,50,20,,,,,,,,,,,,,0.19,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
182,631e27c9-0919-48e0-879c-a30ec81e9035,Riffle,190,1,0.27,,0.3,,,,0.7,20,70,10,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
183,82ef8d84-5101-4d42-a034-d9b454022acb,SSC,191,46,0.1,,,,,,100,50,50,,,,,,,,,,,,,,0.1,0.91,0.39,0.32,0.64,0.63,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
184,b6ac6312-13bc-4eae-89a6-536c26e008b7,Rapid+,192,1,0.25,,0.3,,0.1,,0.7,10,40,30,20,,,,,,,,,,,,0.29,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
185,06c5df00-377b-4d9f-bb07-ccc391c60388,Riffle,193,1,0.24,,0.1,,,,0.9,20,60,20,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
186,ec46c31b-7df6-481a-97c0-46768873b7e2,SSC,194,47,0.19,,0.4,,,,0.6,30,70,,,,,,,,,,,,,,0.2,1.6,1.25,1.05,1.23,0.96,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
187,dc5234a1-94cd-4328-b9e6-600dd59cbc01,SSC,195,48,0.19,,0.7,,,,0.3,40,60,,,,,,,,,,,,,,0.19,1.5,1.11,0.79,0.96,1.68,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
188,e1b7c9f7-0ec8-47a2-87d8-3390890777ea,SSC,196,49,0.05,,0.2,,,,0.8,50,40,10,,,,,,,,,,,,,0.13,0.98,1.33,1.19,1.39,1.36,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
189,e8705244-3222-4717-a7e2-fd82ba9dec97,SSC,197,50,0.05,,0.2,,,,0.8,30,70,,,,,,,,,,,,,,0.26,1.65,1.72,3.05,2.62,2.05,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
190,2f2e24f9-1567-4648-8a8a-43ed60061816,Riffle,198,51,0.26,,10,10,,,80,30,60,10,,,,,,,,,,,,,0.26,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
191,3a49f817-24e9-415c-b7f5-0e690eb29afe,Pool,199,51,0.25,,0.1,,,,0.9,70,30,,,,,,,,,,,,,,0.31,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
192,9b01a73b-95b8-4618-aa7c-ccb49275b851,Riffle,200,51,0.19,,0.1,,,,0.9,50,50,,,,,,,,,,,,,,0.2,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
193,8f921181-af97-41d7-98ec-2eb44ac492d0,SSC,201,52,0.16,,,,,,100,40,60,,,,,,,,,,,,,,0.26,1.24,1.27,1.55,1.34,1.71,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
205,0f4991ea-05f2-46e0-88b2-033fb5be0ec0,SSC,202,53,0.13,,0.1,,,,0.9,30,70,,,,,,,,,,,,,,0.25,0.98,1.87,1.04,1.07,1.4,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
194,5f87fb23-e1e3-40ed-9a7f-9154b5970471,Rapid+,203,1,0.3,,0.1,,,,0.9,20,40,30,10,,,,,,,,,,,,0.38,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
195,60c6e39d-225d-4724-95f2-58d402df0ceb,Riffle,205,1,0.23,,0.1,,,,0.9,10,50,40,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
196,22b5c881-278d-49b1-83dd-6e1be45411ff,Rapid+,206,1,0.3,,0.2,,,,0.8,10,50,40,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
197,7771d6e4-f485-4472-9a6e-1d067d351201,Riffle,207,1,0.22,,30,,,,70,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
198,9eadc8f2-3936-4127-905a-47626574aa74,SSC,208,54,0.13,,,,0.2,,0.8,20,50,30,,,,,,,,,,,,,0.25,1.3,0.99,1.26,1.95,1.88,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
199,e723110e-d91f-4201-a24a-b25b5b09df55,Pool,209,1,0.43,,0.1,,,,0.9,80,10,10,,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
200,35a2b207-cc72-40a1-8923-ccdefd6f856f,SSC,210,55,0.2,,,,,,100,90,10,,,,,,,,,,,,,,0.2,1.02,1.31,1.54,1.35,0.87,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
201,72f2cd1c-a6f8-44ae-a7d0-a262278e1752,Pool,211,1,0.31,,0.1,,,,0.9,60,30,10,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
202,29fc81b7-f59d-4b34-8f4d-1254fed13523,Pool,212,1,0.18,,,0.3,0.1,,0.7,90,10,,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
203,5080e123-222e-4de0-bb9c-f814bd4eaca2,Riffle,213,56,0.18,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
204,001b9173-3e0a-4f09-9fb1-f60ee618e257,Pool,214,56,0.2,,,,0.1,,0.9,60,40,,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
206,f5f51a28-ac6e-4601-b34c-acfe46e6f358,Riffle,215,56,0.2,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
207,07fb8286-2de6-48b0-9461-68f475cb72bd,SSC,216,57,0.17,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.2,1.6,1.48,1.32,0.95,1.52,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
208,dc8a9609-6164-4de3-9b62-01d8d37d6128,Pool,217,1,0.46,,,0.2,,,0.8,90,10,,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
209,0221f3aa-d592-4fd6-8618-2e4f60e34825,Riffle,218,1,0.21,,,,0.1,,0.9,30,60,10,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
210,0e80cccf-0392-4b9a-b820-369148eb05bd,Riffle,219,58,0.23,,0.3,,,,0.7,30,60,10,,,,,,,,,,,,,0.27,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
211,2dc696c8-e0f2-4ea5-a933-4544e48a0296,Rapid+,220,1,,,10,,,,90,20,50,30,,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
212,0bf1989e-a598-43a2-b1f1-d11e677b5419,Pool,221,1,0.2,,,,0.2,,0.8,40,50,10,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
213,deef3bf1-9ab9-4153-8670-5441208d2c91,Riffle,222,1,0.3,,,,,,100,30,60,10,,,,,,,,,,,,,0.3,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
214,e9494f49-464d-4a33-8071-9bf0c44c8ca6,Riffle,223,59,0.25,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
215,b93945b9-37f0-435c-8018-8aec2d75c323,Pool,224,59,0.35,,,,,,100,80,20,,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
216,73208c4f-cba4-4034-95b6-c02c9c786dbf,Riffle,225,59,0.19,,,,,,100,70,30,,,,,,,,,,,,,,0.27,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
217,8c8536dc-5509-4724-a048-f8859b2ac879,Pool,226,1,0.22,,0.2,,0.3,,0.6,60,40,,,,,,,,,,,,,,0.31,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
218,6b0297ea-233e-4dd9-841c-b7349db5232a,Riffle,227,1,0.23,,,,0.3,,0.7,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
219,fd323f8c-f9b9-4485-aac3-8ba8cbc4abf3,Pool,228,1,0.27,,,,0.1,,0.9,90,10,,,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
220,faa8d93e-96f5-4c6b-81f9-ee04caece718,OCA,229,1,0.05,,,0.3,0.2,,0.5,100,,,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
221,2c6e67d1-fbd7-4ba5-b1fe-8ad96ba34480,Riffle,230,1,0.33,,0.1,,0.1,,0.9,20,60,20,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
222,c945471a-5821-47c5-ab12-1ccb8bbc2a65,Pool,231,1,0.2,,,,0.2,,0.8,30,60,10,,,,,,,,,,,,,0.23,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
223,af912b80-763b-4efd-a89f-63eb9086a914,Riffle,232,1,0.27,,10,,,,90,20,50,30,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
224,4c4950c4-d122-4bfa-810e-548ebbce1a13,Pool,233,1,,,,,,,100,40,40,20,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
225,e24dc65c-874a-4427-8eba-3f831563b155,Riffle,234,1,0.26,,0.2,,0.2,,0.6,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
226,4a4616d6-7c69-4c23-8a6b-abc22aeb68f6,Pool,235,1,0.24,,0.1,,0.1,,0.8,80,20,,,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
227,c6c37a0e-4a4e-4727-a969-ffb4d271f564,Pool,236,1,0.25,,0.1,,0.4,,0.5,90,10,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
228,a66b24dd-e5a9-4d33-881a-6a81cca86469,Riffle,238,1,0.38,,0.3,,0.1,,0.7,30,40,30,,,,,,,,,,,,,0.38,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
229,4f4f2960-2d87-4d72-9a55-2b510968bd2e,SSC,239,60,0.13,,,,,,100,40,60,,,,,,,,,,,,,,0.25,0.87,1.11,0.91,0.92,0.95,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
230,fa13420a-3a6c-4b1e-9eb5-9a4feb406126,Pool,240,1,0.23,,0.1,,0.1,,0.9,70,30,,,,,,,,,,,,,,0.66,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
231,86bc6eb6-9a17-4d34-8a09-b930f2a653ef,Pool,241,1,0.46,,,,0.1,,0.9,80,20,,,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
232,817a13da-dc6e-4803-819a-c2bd3ff942e0,OCA,242,1,0.03,,,,,,100,100,,,,,,,,,,,,,,,0.1,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
233,03ec3bd5-df06-4077-aae1-ee3a8ae67de7,Riffle,243,1,0.28,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
234,83e045e2-8aeb-4fff-8383-c5364c8499f8,Pool,244,1,0.2,,,,,,100,50,50,,,,,,,,,,,,,,0.44,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
235,56aa6771-50da-42c5-a3a3-c4f3fc6084bf,Rapid+,245,1,0.23,,0.1,,,,0.9,20,40,40,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
236,e0b7ee7b-cf37-46fb-a778-4c6c88f3b3a0,Pool,246,1,0.29,,,,,,100,60,40,,,,,,,,,,,,,,0.38,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
237,9b954395-7563-4ab4-a06b-df602f77752d,Pool,247,1,0.32,,0.1,,0.1,,0.9,70,30,,,,,,,,,,,,,,0.67,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
238,4521637d-49ec-4536-a4c3-387e1425d61b,Riffle,248,1,0.3,,0.1,,0.1,,0.8,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
239,05ecfc5c-d808-41d5-bacc-7faf2588a940,Pool,249,1,0.3,,0.3,,0.1,,0.6,40,50,10,,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
240,9840e1d8-732d-4cfd-919b-47629bd11bf7,Pool,250,1,0.28,,,,0.1,,0.9,90,10,,,,,,,,,,,,,,0.59,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
241,0801f931-0e7f-4212-83e7-b19a792acdf6,OCA,251,1,0.05,,,0.7,,,0.3,100,,,,,,,,,,,,,,,0.07,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
242,dd375c40-8769-494c-9548-ad9694c0973a,Rapid+,252,1,0.32,,0.1,,,,0.9,20,60,20,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
243,811ab413-5f9b-4a69-ad06-d7cb700dba78,Riffle,253,1,0.26,,0.1,,0.1,,0.9,30,60,10,,,,,,,,,,,,,0.38,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
244,17e0e184-841a-4752-9779-d113e8677978,Rapid+,254,1,0.36,,0.2,,0.1,,0.8,30,50,20,,,,,,,,,,,,,0.44,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
245,b3f04126-d49c-4ad6-b8eb-12368f1bf63d,Pool,255,1,0.29,,,,0.1,,0.9,20,70,10,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
246,98d9d382-6f33-4851-97af-c57d04f0bcfe,Riffle,256,1,0.25,,0.2,,0.1,,0.7,20,70,10,,,,,,,,,,,,,0.42,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
247,6ae9d840-8f00-4eef-8a60-109c5e4362c8,Pool,257,1,0.26,,0.1,,0.1,,0.8,40,60,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
248,9c047c60-0702-4ae1-9d82-39751a6cdc3a,Riffle,258,1,0.22,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
249,30518286-4ab2-405a-8e4f-6f76a80b6c6e,Pool,259,1,0.25,,10,,,,90,60,40,,,,,,,,,,,,,,0.6,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
250,7ddb3266-ae98-4696-9cec-1c338fefaefd,Riffle,260,1,0.33,,0.2,,0.1,,0.8,50,40,10,,,,,,,,,,,,,,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
251,c7b08ae1-a251-4926-9821-e4932b32a026,Pool,261,1,0.22,,0.5,,0.2,,0.4,70,30,,,,,,,,,,,,,,0.57,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
252,ced6892d-e8ef-4043-a36c-3b2ded6337c4,Run,262,1,0.29,,0.4,,,,0.6,40,60,,,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
253,c37adb04-f021-4a4b-b892-bc012250980b,Riffle,263,1,0.48,,0.3,,,,0.7,20,60,20,,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
254,9843eefc-4416-40b2-b238-41e7d131b063,Pool,264,1,0.2,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.65,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
255,2fda512a-1467-416b-8127-546a848c9079,OCA,265,1,0.11,,,0.2,0.2,,0.7,,,,,,,,,,,,,,,,0.15,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
256,840e7765-407e-4112-8b94-a190849391f9,Riffle,266,1,0.31,,0.1,,,,0.9,20,80,,,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
257,b4095948-ecbd-4857-b0c6-2b5fecdfdcad,Pool,267,1,0.15,,0.3,0.1,0.2,,0.6,70,30,,,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
258,0b61a4c3-e705-4938-b3e7-938784edd58b,Riffle,268,1,0.33,,0.5,0.1,0.2,,0.5,80,20,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
259,c3ec6636-676a-4bcb-9c5e-f7a011583618,Pool,269,1,0.32,,0.2,,0.2,,0.6,80,20,,,,,,,,,,,,,,0.62,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
260,d50739d4-59a0-4d63-aecd-782826f3ba37,Riffle,270,1,0.22,,0.5,,0.2,,0.5,60,20,20,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
261,bb466b43-72a7-4d44-92bf-2a83e72b85b2,Riffle,271,61,0.15,,0.5,,0.2,,0.5,80,20,,,,,,,,,,,,,,0.27,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
