ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
180,15fa1022-7bd3-46f0-b742-e68878c8a2c3,OCA,180,1,,,,90,,,10,100,,,,,,,,,,,,,,,0.05,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
181,dd0a2f45-668d-4393-b6c2-d8e5681cf02f,Riffle,181,1,0.28,,,10,,,90,30,60,10,,,,,,,,,,,,,0.3,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
182,f6686670-b3f9-445d-8a05-dc8fcfcbdd71,Pool,182,1,0.28,,,20,,,80,40,60,,,,,,,,,,,,,,0.65,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
183,721c5757-3915-481c-a09e-9c56420d2c0b,Riffle,183,1,0.32,,,40,,,60,30,70,,,,,,,,,,,,,,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
184,8566b71f-610d-4cff-9b42-d2872b6096eb,Pool,184,1,0.28,,,20,,,80,40,60,,,,,,,,,,,,,,0.47,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
185,86777d29-67f8-4a31-964f-77e65b0d8a77,Riffle,185,1,0.22,,,30,,,70,30,70,,,,,,,,,,,,,,0.44,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
186,d65ab650-a1c2-40df-8c05-81745b4514df,Pool,186,1,,0.3,,40,,,60,40,60,,,,,,,,,,,,,,0.54,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
187,b95a11a1-6fb3-4f6a-9c5c-26de1ba41800,Riffle,187,1,0.3,,,30,,,70,20,80,,,,,,,,,,,,,,0.47,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
188,403687a0-61b2-413c-8ce4-0b4c7bf8893d,OCA,188,1,,,10,30,,,60,100,,,,,,,,,,,,,,,0.15,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
189,204047d6-d0ea-4899-8476-ae97c88057b8,Pool,189,1,0.33,,,30,,,70,30,70,,,,,,,,,,,,,,0.52,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
190,30c7e7f6-b723-4bc7-9906-ea2f35eaecac,Pool,190,1,0.32,,,20,,,80,40,60,,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
191,bf2a5313-4dba-4ca2-b53f-d7fa70f76234,Riffle,191,1,0.33,,,30,,,70,30,70,,,,,,,,,,,,,,0.58,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
192,7740873a-4b96-4d18-96a2-88011eb8afc9,Pool,192,1,0.4,,10,10,,,80,20,70,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
193,3ea4e761-91b9-4edb-bcd5-01c679bca83e,Riffle,193,1,0.48,,10,10,,,80,20,60,20,,,,,,,,,,,,,0.61,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
194,691e7abc-928d-489c-821b-b9526225d545,Pool,194,1,0.46,,,10,,,90,10,80,10,,,,,,,,,,,,,0.91,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
195,f34b4d71-972f-48a1-b8c1-0b22e120afcd,Riffle,195,1,0.39,,,20,,,80,20,80,,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
196,bd458305-2ddf-4beb-9f9a-aca474fb03c3,Pool,196,1,0.43,,,20,,,80,30,60,10,,,,,,,,,,,,,0.76,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
197,7e962cd2-923e-4db2-bcfc-2be1e0127a91,Riffle,197,1,0.37,,,30,,,70,10,80,10,,,,,,,,,,,,,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
198,c58fe33f-27c6-4168-bf68-ebbff78f293a,Pool,198,1,0.43,,,30,,10,60,30,70,,,,,,,,,,,,,,0.65,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
199,df2b3f16-e82e-4f05-942f-9e8e66f9def1,OCA,199,1,,,10,40,,,60,90,10,,,,,,,,,,,,,,0.19,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
200,06f3fd93-ff70-4e8d-9507-6ba1797b44a3,Pool,200,1,0.46,,,50,10,,50,40,60,,,,,,,,,,,,,,78,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
201,6169a394-81a9-4d04-b7e7-489b25aae98e,Pool,201,1,0.35,,,20,,,80,40,50,10,,,,,,,,,,,,,0.73,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
202,60f7238e-e250-4f8a-a89c-0960e9a3cb0a,OCA,202,1,,,,40,,,60,100,,,,,,,,,,,,,,,0.05,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
203,4c339d91-c94e-4691-8b87-9b940c473a0e,Run,203,1,0.46,,20,,,,80,20,70,10,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
204,20af7a68-622b-4bf7-8660-80f569b50aab,Pool,204,1,0.52,,,20,,,80,40,50,10,,,,,,,,,,,,,0.9,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
205,f111066a-2752-4fc5-bb3b-50279bdc3bc8,Riffle,205,1,0.43,,,10,,,90,20,70,10,,,,,,,,,,,,,0.43,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
206,0a767d31-663d-4009-80d5-22457d034528,SSC,206,28,0.07,,10,,,,90,10,80,10,,,,,,,,,,,,,0.33,1.26,1.48,1.59,2.22,1.53,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
207,ac9c54a1-2c60-4cb6-b57c-1a63ce69820b,Pool,207,1,0.36,,,,,,100,40,50,10,,,,,,,,,,,,,0.89,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
208,ffc6141c-c478-45f9-8c92-897847d05de0,Riffle,208,1,0.4,,,,,,100,10,70,20,,,,,,,,,,,,,0.53,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
209,a1b95be3-d2ec-4be3-8fc0-2a73b49fcab7,Pool,209,1,0.47,,20,10,,,70,40,60,,,,,,,,,,,,,,0.91,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
210,e3c33df6-888b-4424-9cb9-08d06d1e3d1e,Pool,210,1,0.36,,,30,,,70,60,40,,,,,,,,,,,,,,1.05,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
211,9682a096-b507-4010-abe2-fd4aacf70b42,Riffle,211,1,0.39,,,20,,,80,30,60,10,,,,,,,,,,,,,0.47,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
212,64271324-c810-4dfe-86fe-9e90e2a86ec7,Pool,212,1,0.4,,,10,,,90,40,50,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
213,8a4967fe-bc96-4f45-b2cb-843fa81f30c1,Riffle,213,1,0.39,,10,10,,,80,30,70,,,,,,,,,,,,,,,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
214,147f0a18-5b66-42ee-9b9d-618a9255c475,Pool,214,1,0.35,,20,10,,,70,20,70,10,,,,,,,,,,,,,0.93,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
215,893cc3b5-bbf1-4156-afaf-d24882a20b10,Riffle,215,1,0.41,,,10,,,90,20,60,20,,,,,,,,,,,,,0.59,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
216,32213cba-8b43-416e-9596-97c32bec8adf,Pool,216,1,0.5,,30,10,,,60,30,60,10,,,,,,,,,,,,,0.71,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
217,87829967-c759-42d2-a843-7c2ba9400ffc,Riffle,217,1,0.45,,,,50,,50,20,60,20,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
218,0cc6cffd-de59-4e2f-9505-1dd34bdf75b9,Pool,218,1,0.56,,,40,,,60,20,70,10,,,,,,,,,,,,,0.86,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
219,68e7a0cf-d821-4145-92c0-7df47d84b7b8,Riffle,219,1,0.49,,10,20,,,70,20,70,10,,,,,,,,,,,,,0.62,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
220,62469db0-b6ec-4870-8bdf-d4c1834d68ea,Pool,220,1,0.47,,,30,,,70,40,60,,,,,,,,,,,,,,0.88,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
221,63487c82-c70e-4146-aed9-4bad8ba2759a,OCA,221,1,,,10,20,,,70,100,,,,,,,,,,,,,,,0.05,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
222,f7ecf406-eb9e-44c6-bd50-26907baa7384,Riffle,222,1,0.46,,10,10,,,80,20,60,20,,,,,,,,,,,,,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
223,b358bf07-6d80-41ae-ba75-4292dd3f4f91,Pool,223,1,0.34,,,10,,,90,20,70,10,,,,,,,,,,,,,0.55,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
224,56db97d5-8c0f-4a4e-bf1d-c734159824af,Riffle,224,1,0.34,,,10,,,90,10,70,20,,,,,,,,,,,,,0.41,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
225,341d1f8e-98b8-4730-a10c-96819c441a90,Run,225,29,0.25,,,80,,,20,30,70,,,,,,,,,,,,,,0.28,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
226,d339c2f0-36a2-46b1-a7b4-9dde5704a884,Riffle,226,29,0.2,,10,80,,,20,30,60,10,,,,,,,,,,,,,0.25,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
227,50241f28-f1d7-4af9-ad4c-f2e43dd373dc,Pool,227,1,0.42,,,30,10,,60,40,50,10,,,,,,,,,,,,,0.91,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
228,eee6a8c1-f967-4d43-a6dd-c5edbf094ad7,Run,228,1,0.29,,,70,10,,30,30,60,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
229,cc6e5973-1d03-4f12-9117-3e39700c55ef,Pool,229,1,0.5,,,30,,,70,20,70,10,,,,,,,,,,,,,0.89,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
230,a06450a4-7537-4bdc-a884-7bddf5848dcd,Run,230,1,0.52,,10,60,,,40,30,50,20,,,,,,,,,,,,,0.78,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
231,9df94e0a-c5f1-4987-ba37-d1f61fb2b742,Riffle,231,1,0.24,,,20,,,80,20,60,20,,,,,,,,,,,,,0.46,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
232,af1829c2-b73e-4ea7-a64f-b6a257c68dfd,Pool,232,1,0.46,,,30,10,,60,30,60,10,,,,,,,,,,,,,0.65,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
233,7a281fc6-0ccf-40ed-bc0a-4551bfc5ac1f,OCA,233,1,,,,40,10,,60,100,,,,,,,,,,,,,,,0.24,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
234,4ed17419-abf7-4479-ac84-c7a3f6403776,Pool,234,1,0.42,,,20,,,80,20,60,20,,,,,,,,,,,,,0.76,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
235,8b42fa34-4ed3-4384-b798-34a46c7123fc,Riffle,235,1,0.42,,,30,,,70,20,60,20,,,,,,,,,,,,,0.47,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
236,e5a899cd-e47e-46cf-84fd-d5a3e0977359,Pool,236,1,0.39,,,40,,,60,30,60,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
237,80a2c520-7bef-4ca0-9f9f-bfa765c60eba,Pool,237,1,0.33,,,30,10,,70,30,60,10,,,,,,,,,,,,,0.7,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
238,8d50da02-ecaf-4b9c-a840-bf3131ea808d,Riffle,238,1,0.38,,,30,20,10,60,20,70,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
239,090811c7-e491-44c7-b20d-d2d07f5cd61a,Pool,239,1,0.45,,10,50,,,50,50,40,10,,,,,,,,,,,,,0.86,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
240,857b7a4f-b34e-4186-ae50-d840a6544ccb,Run,240,1,0.46,,10,70,,,30,60,30,10,,,,,,,,,,,,,0.58,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
241,429f0fad-b7df-4f94-871a-ecb009091696,Pool,241,1,0.38,,30,30,,,50,40,50,10,,,,,,,,,,,,,0.84,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
242,6f994249-edf6-4560-a331-aa755ae09716,Pool,242,1,0.39,,,30,10,,60,30,60,10,,,,,,,,,,,,,0.61,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
243,9374e46c-cef3-45b2-b616-f374347199f4,Riffle,243,1,0.43,,,10,,,90,20,70,10,,,,,,,,,,,,,0.43,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
244,da330ca4-00da-4001-8635-9fc15adb3dbd,Pool,244,1,0.37,,50,10,,,40,40,40,20,,,,,,,,,,,,,0.69,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
245,f8795016-7101-45fe-9f06-bcb1cfcd6d3b,Run,245,1,0.46,,20,30,,,50,30,50,20,,,,,,,,,,,,,0.48,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
246,5425058d-2fe4-4196-9873-64caa6df1e78,Pool,246,1,0.45,,30,40,10,,40,30,60,10,,,,,,,,,,,,,0.83,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
247,16762b25-2b7f-4f30-87c0-88a1eab57469,Riffle,247,1,0.45,,,30,,,70,20,70,10,,,,,,,,,,,,,0.61,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
248,aaa3bb4c-ad13-4514-a600-3715d6526ede,Pool,248,1,0.31,,,40,10,,50,40,60,,,,,,,,,,,,,,0.8,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
249,e45c4e67-ebed-4675-a121-968c9439f7c6,Pool,249,1,0.33,,,30,,,70,40,60,,,,,,,,,,,,,,0.59,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
250,08d78a8c-81f0-4bef-ae73-7800a639b6fe,Run,250,1,0.33,,10,30,,,60,40,60,,,,,,,,,,,,,,0.72,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
251,3d781dab-f9c0-4ee7-b057-11603ccb464f,OCA,251,1,,,10,60,,,40,100,,,,,,,,,,,,,,,0.26,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
252,017a53cf-c0f2-4d79-b45e-9006dd188cf9,Pool,252,1,0.42,,,40,20,,50,40,60,,,,,,,,,,,,,,0.98,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
253,6cd011e0-57a8-41bb-9302-ea3e5e265dbf,Run,253,1,0.51,,,40,10,,60,30,70,,,,,,,,,,,,,,0.51,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
254,d91f565b-c3a5-47bd-8c4c-9be4dff9b38f,Pool,254,1,0.4,,,30,,,70,50,50,,,,,,,,,,,,,,0.75,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
255,8de1befa-6aad-49ec-93e9-da4f2a90502f,Riffle,255,1,0.3,,30,20,,,60,30,60,10,,,,,,,,,,,,,0.44,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
256,95c4090a-cd29-4972-97d1-e9bdde757ef6,Run,256,1,0.41,,10,30,,,60,60,40,,,,,,,,,,,,,,0.41,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
257,67a96e15-c1f1-49de-9eee-3b69d8d4a528,Pool,257,1,0.35,,10,10,10,,80,40,50,10,,,,,,,,,,,,,0.6,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
258,4d5571c4-f2a2-4f7c-a079-244e6a108e48,Pool,258,1,0.52,,20,30,,,50,40,40,20,,,,,,,,,,,,,0.67,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
259,0f464eb8-be2a-48e6-9066-62b297e0ea74,Pool,259,1,0.36,,30,10,10,,60,50,30,20,,,,,,,,,,,,,0.82,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
260,51f5a199-5cbf-4a98-b79a-fd2aeba0dc21,Riffle,260,1,0.42,,10,30,,,70,60,30,10,,,,,,,,,,,,,0.53,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
261,b27cf5fc-2cf4-4ce2-87c5-70cc51fb7c07,Run,261,1,0.3,,50,20,,,40,40,60,,,,,,,,,,,,,,0.5,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
262,ab9297bb-eab8-4461-8644-f6945b7e3b09,Pool,262,1,0.35,,10,10,,,80,60,30,10,,,,,,,,,,,,,0.67,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
263,b50feb27-0616-4be7-8df7-9385d72fb2ec,OCA,263,1,,,10,10,,,80,100,,,,,,,,,,,,,,,0.24,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
264,c945fad1-3273-462e-be0a-8d7501db6d46,Run,264,1,0.33,,,10,,,90,30,70,,,,,,,,,,,,,,0.42,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
265,ed2ef288-86a8-471e-a43b-8ffb251b13ed,Pool,265,1,0.42,,10,10,10,,80,40,50,10,,,,,,,,,,,,,0.67,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
266,46cac1f5-727a-4e8d-bc87-d78a6b8e1e61,Riffle,266,1,0.33,,,10,,,90,20,70,10,,,,,,,,,,,,,0.4,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
267,591b3788-68c3-4838-83d9-2b196a54d861,Pool,267,1,0.32,,,20,,,80,50,50,,,,,,,,,,,,,,0.86,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
268,e5106995-ba9e-4028-a6a3-51df33af6643,Run,268,1,0.24,,,10,10,,80,30,70,,,,,,,,,,,,,,0.36,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
269,e89ede23-f82c-4de3-acf0-28eeaa9af2fd,SSC,269,30,0.31,,,30,10,,70,30,60,10,,,,,,,,,,,,,0.38,1.6,2.1,1.85,1.81,2.1,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
270,aa8c7f98-7c61-45a3-bc70-b2f63715ebb3,Pool,270,1,0.26,,,,,,100,30,70,,,,,,,,,,,,,,0.73,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
271,98ad1c56-dc98-4bac-957e-dded913f9119,Riffle,271,1,0.34,,20,10,,,70,30,60,10,,,,,,,,,,,,,0.34,,,,,,c03aac81-2be9-4365-a5c4-94ce7abd5b3b,7/12/2019 21:37,richie@qcinc.org,7/12/2019 21:37,richie@qcinc.org
